"日時","種類","中継サービス名","端末エージェント名","ログオン ユーザー名","詳細 1","詳細 2"
"2026/04/20 08:42:28","Web アクセス監視","malioncloud4891.intercom.co.jp","SHINEI053","t-ueda","指定されたキーワードを含む URL にアクセスされました。","https://onedrive.live.com/"
"2026/04/20 08:42:13","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE078","t-inoue","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/20 08:36:23","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE074","y-ohira","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/20 08:35:57","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE057","y-kusune","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/20 08:35:43","資産管理","malioncloud4891.intercom.co.jp","SHINEI135","","ライセンスが割り当てられていないソフトウェアがインストールされました","Microsoft Office Home and Business 2021 - ja-jp"
"2026/04/20 08:35:43","資産管理","malioncloud4891.intercom.co.jp","SHINEI135","","ライセンスが割り当てられていないソフトウェアがアンインストールされました","Microsoft Office Home and Business 2021 - ja-jp"
"2026/04/20 08:34:43","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE074","y-ohira","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/20 08:26:08","アプリケーション起動監視","malioncloud4891.intercom.co.jp","SHINEI135","t-iwasaki","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/20 08:24:15","アプリケーション起動監視","malioncloud4891.intercom.co.jp","SHINEI135","t-iwasaki","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/20 08:18:19","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE062","h-kamachi","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/20 08:16:24","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE062","h-kamachi","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/20 08:15:05","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE008","ta-noumi","指定されたキーワードを含む URL にアクセスされました。","https://datadeliver.net/"
"2026/04/20 08:13:05","Web アクセス監視","malioncloud4891.intercom.co.jp","SHINEI053","t-ueda","指定されたキーワードを含む URL にアクセスされました。","https://onedrive.live.com/"
"2026/04/20 08:08:36","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE085","t-masuda","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/20 08:07:14","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE085","t-masuda","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/20 08:02:05","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE084","k-fukuda","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/20 07:59:06","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE084","k-fukuda","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/20 07:57:42","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE027","y-nakamura","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/20 07:56:49","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE080","d-komori","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/20 07:56:09","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE027","y-nakamura","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/20 07:40:57","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE059","a-kawachi","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/20 07:39:03","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE033","i-ogata","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/20 07:37:43","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE033","i-ogata","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/20 07:33:05","資産管理","malioncloud4891.intercom.co.jp","SHINEI133","","ライセンスが割り当てられていないソフトウェアがインストールされました","Microsoft Office Home and Business 2021 - ja-jp"
"2026/04/20 07:33:05","資産管理","malioncloud4891.intercom.co.jp","SHINEI133","","ライセンスが割り当てられていないソフトウェアがアンインストールされました","Microsoft Office Home and Business 2021 - ja-jp"
"2026/04/20 07:26:32","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE007","k-nozaki","指定されたキーワードを含む URL にアクセスされました。","https://chatgpt.com/"
"2026/04/20 07:22:45","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE008","ta-noumi","指定されたキーワードを含む URL にアクセスされました。","https://datadeliver.net/"
"2026/04/20 07:10:19","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE018","y-muroi","指定されたキーワードを含む URL にアクセスされました。","https://youtube.com/"
"2026/04/20 06:14:32","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE066","k-sugioka","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/19 18:14:59","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE008","ta-noumi","指定されたキーワードを含む URL にアクセスされました。","https://datadeliver.net/"
"2026/04/19 17:06:29","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE066","k-sugioka","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/19 16:55:59","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE008","ta-noumi","指定されたキーワードを含む URL にアクセスされました。","https://datadeliver.net/"
"2026/04/19 16:47:40","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE008","ta-noumi","指定されたキーワードを含む URL にアクセスされました。","https://datadeliver.net/"
"2026/04/19 15:11:33","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE008","ta-noumi","指定されたキーワードを含む URL にアクセスされました。","https://datadeliver.net/"
"2026/04/19 15:03:19","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE030","k-kawano","指定されたキーワードを含む URL にアクセスされました。","https://chatgpt.com/"
"2026/04/19 13:58:47","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE008","ta-noumi","指定されたキーワードを含む URL にアクセスされました。","https://datadeliver.net/"
"2026/04/19 13:58:16","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE084","k-fukuda","指定されたキーワードを含む URL にアクセスされました。","https://chatgpt.com/"
"2026/04/19 13:52:48","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE008","ta-noumi","指定されたキーワードを含む URL にアクセスされました。","https://datadeliver.net/"
"2026/04/19 12:59:21","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE084","k-fukuda","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/19 08:47:40","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE057","y-kusune","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/19 08:46:47","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE057","y-kusune","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/19 08:39:19","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE064","y-ogawa","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/19 08:38:34","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE064","y-ogawa","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/19 08:12:50","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE050","m-kawano","指定されたキーワードを含む URL にアクセスされました。","https://chatgpt.com/"
"2026/04/19 08:12:46","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE050","m-kawano","指定されたキーワードを含む URL にアクセスされました。","https://chatgpt.com/"
"2026/04/19 08:09:59","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE008","ta-noumi","指定されたキーワードを含む URL にアクセスされました。","https://datadeliver.net/"
"2026/04/19 07:52:03","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE008","ta-noumi","指定されたキーワードを含む URL にアクセスされました。","https://datadeliver.net/"
"2026/04/19 07:47:43","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE008","ta-noumi","指定されたキーワードを含む URL にアクセスされました。","https://datadeliver.net/"
"2026/04/19 07:44:11","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE008","ta-noumi","指定されたキーワードを含む URL にアクセスされました。","https://datadeliver.net/"
"2026/04/19 07:37:07","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE059","a-kawachi","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/19 07:36:16","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE059","a-kawachi","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/19 07:31:54","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE084","k-fukuda","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/19 07:30:31","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE084","k-fukuda","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/19 07:20:40","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE008","ta-noumi","指定されたキーワードを含む URL にアクセスされました。","https://datadeliver.net/"
"2026/04/19 07:13:20","資産管理","malioncloud4891.intercom.co.jp","SHINEISYSTEM","","ライセンスが割り当てられていないソフトウェアがインストールされました","Microsoft Office Home and Business 2021 - ja-jp"
"2026/04/19 07:13:20","資産管理","malioncloud4891.intercom.co.jp","SHINEISYSTEM","","ライセンスが割り当てられていないソフトウェアがアンインストールされました","Microsoft Office Home and Business 2021 - ja-jp"
"2026/04/19 06:47:04","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE066","k-sugioka","指定されたキーワードを含む URL にアクセスされました。","https://youtube.com/"
"2026/04/19 06:24:22","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE066","k-sugioka","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/19 06:23:38","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE066","k-sugioka","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/18 19:22:55","Web アクセス監視","malioncloud4891.intercom.co.jp","SHINEI113","i-sugiuchi","指定されたキーワードを含む URL にアクセスされました。","https://drive.google.com/drive/?lfhs=2"
"2026/04/18 19:21:59","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE058","k-fujii","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/18 19:15:34","Web アクセス監視","malioncloud4891.intercom.co.jp","SHINEI113","i-sugiuchi","指定されたキーワードを含む URL にアクセスされました。","https://drive.google.com/drive/?lfhs=2"
"2026/04/18 18:13:42","Web アクセス監視","malioncloud4891.intercom.co.jp","SHINEI113","i-sugiuchi","指定されたキーワードを含む URL にアクセスされました。","https://drive.google.com/drive/?lfhs=2"
"2026/04/18 17:46:13","Web アクセス監視","malioncloud4891.intercom.co.jp","SHINEI113","i-sugiuchi","指定されたキーワードを含む URL にアクセスされました。","https://drive.google.com/drive/?lfhs=2"
"2026/04/18 17:25:34","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE010","h-enjoji","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/18 17:11:45","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE078","t-inoue","指定されたキーワードを含む URL にアクセスされました。","https://onedrive.live.com/"
"2026/04/18 16:58:42","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE078","t-inoue","指定されたキーワードを含む URL にアクセスされました。","https://chatgpt.com/g/g-8sPlJ64Gn-tiyatuto"
"2026/04/18 16:55:04","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE023","t-kashima","指定されたキーワードを含む URL にアクセスされました。","https://www.msn.com/"
"2026/04/18 16:50:14","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE023","t-kashima","指定されたキーワードを含む URL にアクセスされました。","https://www.msn.com/"
"2026/04/18 16:46:24","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE082","t-fujisawa","指定されたキーワードを含む URL にアクセスされました。","https://chatgpt.com/"
"2026/04/18 16:42:52","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE023","t-kashima","指定されたキーワードを含む URL にアクセスされました。","https://www.msn.com/"
"2026/04/18 16:36:49","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE023","t-kashima","指定されたキーワードを含む URL にアクセスされました。","https://www.msn.com/"
"2026/04/18 16:22:00","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE081","m-manabe","指定されたキーワードを含む URL にアクセスされました。","https://www.msn.com/"
"2026/04/18 16:14:03","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE078","t-inoue","指定されたキーワードを含む URL にアクセスされました。","https://onedrive.live.com/"
"2026/04/18 16:01:30","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE011","a-matsuguma","指定されたキーワードを含む URL にアクセスされました。","https://chatgpt.com/"
"2026/04/18 15:59:45","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE078","t-inoue","指定されたキーワードを含む URL にアクセスされました。","https://chatgpt.com/g/g-8sPlJ64Gn-tiyatuto"
"2026/04/18 15:50:42","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE023","t-kashima","指定されたキーワードを含む URL にアクセスされました。","https://www.msn.com/"
"2026/04/18 15:15:47","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE023","t-kashima","指定されたキーワードを含む URL にアクセスされました。","https://www.msn.com/"
"2026/04/18 15:12:05","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE023","t-kashima","指定されたキーワードを含む URL にアクセスされました。","https://www.msn.com/"
"2026/04/18 15:01:55","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE023","t-kashima","指定されたキーワードを含む URL にアクセスされました。","https://www.msn.com/"
"2026/04/18 14:48:35","Web アクセス監視","malioncloud4891.intercom.co.jp","SHINEI110","e-mita","指定されたキーワードを含む URL にアクセスされました。","https://onedrive.live.com/"
"2026/04/18 14:43:34","Web アクセス監視","malioncloud4891.intercom.co.jp","SHINEI110","e-mita","指定されたキーワードを含む URL にアクセスされました。","https://onedrive.live.com/"
"2026/04/18 14:22:48","Web アクセス監視","malioncloud4891.intercom.co.jp","SHINEI110","e-mita","指定されたキーワードを含む URL にアクセスされました。","https://onedrive.live.com/"
"2026/04/18 14:17:47","Web アクセス監視","malioncloud4891.intercom.co.jp","SHINEI110","e-mita","指定されたキーワードを含む URL にアクセスされました。","https://onedrive.live.com/"
"2026/04/18 14:04:58","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE007","k-nozaki","指定されたキーワードを含む URL にアクセスされました。","https://chatgpt.com/"
"2026/04/18 13:00:19","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE058","k-fujii","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/18 12:11:01","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE060","t-ueda","指定されたキーワードを含む URL にアクセスされました。","https://chatgpt.com/"
"2026/04/18 11:52:38","資産管理","malioncloud4891.intercom.co.jp","SHINEI139","","ライセンスが割り当てられていないソフトウェアがインストールされました","Microsoft Office Home and Business 2021 - ja-jp"
"2026/04/18 11:52:38","資産管理","malioncloud4891.intercom.co.jp","SHINEI139","","ライセンスが割り当てられていないソフトウェアがアンインストールされました","Microsoft Office Home and Business 2021 - ja-jp"
"2026/04/18 11:42:09","Web アクセス監視","malioncloud4891.intercom.co.jp","SHINEI110","e-mita","指定されたキーワードを含む URL にアクセスされました。","https://onedrive.live.com/"
"2026/04/18 11:37:08","Web アクセス監視","malioncloud4891.intercom.co.jp","SHINEI110","e-mita","指定されたキーワードを含む URL にアクセスされました。","https://onedrive.live.com/"
"2026/04/18 11:31:51","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE052","m-kai","指定されたキーワードを含む URL にアクセスされました。","https://www.msn.com/"
"2026/04/18 11:29:00","無線 LAN 監視","malioncloud4891.intercom.co.jp","EMPIRE058","k-fujii","アクセスポイントに接続されました。","SPWN_H37_9E42C6"
"2026/04/18 11:26:16","無線 LAN 監視","malioncloud4891.intercom.co.jp","EMPIRE058","k-fujii","アクセスポイントに接続されました。","SPWN_H37_9E42C6"
"2026/04/18 11:24:24","無線 LAN 監視","malioncloud4891.intercom.co.jp","EMPIRE058","k-fujii","アクセスポイントに接続されました。","SPWN_H37_9E42C6"
"2026/04/18 11:22:11","無線 LAN 監視","malioncloud4891.intercom.co.jp","EMPIRE058","k-fujii","アクセスポイントに接続されました。","SPWN_H37_9E42C6"
"2026/04/18 11:21:35","無線 LAN 監視","malioncloud4891.intercom.co.jp","EMPIRE058","k-fujii","アクセスポイントに接続されました。","SPWN_H37_9E42C6"
"2026/04/18 10:50:20","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE052","m-kai","指定されたキーワードを含む URL にアクセスされました。","https://www.msn.com/"
"2026/04/18 10:31:22","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE023","t-kashima","指定されたキーワードを含む URL にアクセスされました。","https://www.msn.com/"
"2026/04/18 10:19:51","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE023","t-kashima","指定されたキーワードを含む URL にアクセスされました。","https://www.msn.com/"
"2026/04/18 10:05:21","Web アクセス監視","malioncloud4891.intercom.co.jp","SHINEI110","e-mita","指定されたキーワードを含む URL にアクセスされました。","https://onedrive.live.com/"
"2026/04/18 09:56:52","無線 LAN 監視","malioncloud4891.intercom.co.jp","EMPIRE058","k-fujii","アクセスポイントに接続されました。","SPWN_H37_9E42C6"
"2026/04/18 09:31:42","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE081","m-manabe","指定されたキーワードを含む URL にアクセスされました。","https://chatgpt.com/"
"2026/04/18 09:30:08","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE023","t-kashima","指定されたキーワードを含む URL にアクセスされました。","https://www.msn.com/"
"2026/04/18 09:20:11","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE070","y-tanaka","指定されたキーワードを含む URL にアクセスされました。","https://chatgpt.com/"
"2026/04/18 09:16:56","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE018","y-muroi","指定されたキーワードを含む URL にアクセスされました。","https://chatgpt.com/"
"2026/04/18 09:05:01","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE082","t-fujisawa","指定されたキーワードを含む URL にアクセスされました。","https://chatgpt.com/"
"2026/04/18 09:04:59","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE060","t-ueda","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/18 08:59:15","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE061","y-maeda","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/18 08:58:26","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE061","y-maeda","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/18 08:54:10","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE081","m-manabe","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/18 08:52:56","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE079","j-matsuoka","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/18 08:51:26","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE017","a-shiromizu","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/18 08:50:43","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE017","a-shiromizu","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/18 08:49:28","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE060","t-ueda","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/18 08:49:00","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE082","t-fujisawa","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/18 08:48:56","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE060","t-ueda","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/18 08:48:42","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE010","h-enjoji","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/18 08:47:58","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE083","m-oura","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/18 08:47:44","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE082","t-fujisawa","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/18 08:47:28","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE010","h-enjoji","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/18 08:46:17","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE083","m-oura","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/18 08:44:47","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE070","y-tanaka","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/18 08:41:34","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE032","t-kishikawa","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/18 08:40:45","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE032","t-kishikawa","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/18 08:34:51","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE078","t-inoue","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/18 08:00:49","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE027","y-nakamura","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/18 08:00:08","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE027","y-nakamura","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/18 07:23:20","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE007","k-nozaki","指定されたキーワードを含む URL にアクセスされました。","https://chatgpt.com/"
"2026/04/18 06:08:48","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE066","k-sugioka","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/17 23:40:35","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE078","t-inoue","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/17 19:19:37","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE008","ta-noumi","指定されたキーワードを含む URL にアクセスされました。","https://datadeliver.net/"
"2026/04/17 19:18:44","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE008","ta-noumi","指定されたキーワードを含む URL にアクセスされました。","https://datadeliver.net/"
"2026/04/17 18:58:38","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE078","t-inoue","指定されたキーワードを含む URL にアクセスされました。","https://onedrive.live.com/"
"2026/04/17 18:49:01","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE078","t-inoue","指定されたキーワードを含む URL にアクセスされました。","https://chatgpt.com/g/g-8sPlJ64Gn-tiyatuto"
"2026/04/17 18:43:08","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE008","ta-noumi","指定されたキーワードを含む URL にアクセスされました。","https://datadeliver.net/"
"2026/04/17 18:32:41","Web アクセス監視","malioncloud4891.intercom.co.jp","SHINEI113","i-sugiuchi","指定されたキーワードを含む URL にアクセスされました。","https://drive.google.com/drive/?lfhs=2"
"2026/04/17 18:23:06","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE078","t-inoue","指定されたキーワードを含む URL にアクセスされました。","https://onedrive.live.com/"
"2026/04/17 18:21:12","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE078","t-inoue","指定されたキーワードを含む URL にアクセスされました。","https://onedrive.live.com/"
"2026/04/17 18:06:54","Web アクセス監視","malioncloud4891.intercom.co.jp","SHINEI110","e-mita","指定されたキーワードを含む URL にアクセスされました。","https://onedrive.live.com/"
"2026/04/17 18:01:53","Web アクセス監視","malioncloud4891.intercom.co.jp","SHINEI110","e-mita","指定されたキーワードを含む URL にアクセスされました。","https://onedrive.live.com/"
"2026/04/17 17:52:54","無線 LAN 監視","malioncloud4891.intercom.co.jp","EMPIRE058","k-fujii","アクセスポイントに接続されました。","SPWN_H37_9E42C6"
"2026/04/17 17:50:52","無線 LAN 監視","malioncloud4891.intercom.co.jp","EMPIRE058","k-fujii","アクセスポイントに接続されました。","SPWN_H37_9E42C6"
"2026/04/17 17:48:58","Web アクセス監視","malioncloud4891.intercom.co.jp","SHINEI109","m-harada","指定されたキーワードを含む URL にアクセスされました。","https://onedrive.live.com/"
"2026/04/17 17:31:35","アプリケーション起動監視","malioncloud4891.intercom.co.jp","EMPIRE043","n-kitahara","アプリケーションを起動しました。","M365Copilot.exe"
"2026/04/17 17:25:28","Web アクセス監視","malioncloud4891.intercom.co.jp","SHINEI103","s-kanemaru","指定されたキーワードを含む URL にアクセスされました。","https://chatgpt.com/"
"2026/04/17 17:18:44","Web アクセス監視","malioncloud4891.intercom.co.jp","SHINEI110","e-mita","指定されたキーワードを含む URL にアクセスされました。","https://onedrive.live.com/"
"2026/04/17 17:18:05","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE023","t-kashima","指定されたキーワードを含む URL にアクセスされました。","https://www.msn.com/"
"2026/04/17 17:13:42","Web アクセス監視","malioncloud4891.intercom.co.jp","SHINEI110","e-mita","指定されたキーワードを含む URL にアクセスされました。","https://onedrive.live.com/"
"2026/04/17 17:04:11","Web アクセス監視","malioncloud4891.intercom.co.jp","SHINEI110","e-mita","指定されたキーワードを含む URL にアクセスされました。","https://onedrive.live.com/"
"2026/04/17 17:01:21","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE045","t-saigo","指定されたキーワードを含む URL にアクセスされました。","https://gigafile.nu/"
"2026/04/17 16:59:10","Web アクセス監視","malioncloud4891.intercom.co.jp","SHINEI110","e-mita","指定されたキーワードを含む URL にアクセスされました。","https://onedrive.live.com/"
"2026/04/17 16:58:34","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE024","k-uesugi","指定されたキーワードを含む URL にアクセスされました。","https://copilot.microsoft.com/"
"2026/04/17 16:57:38","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE061","y-maeda","指定されたキーワードを含む URL にアクセスされました。","https://chatgpt.com/"
"2026/04/17 16:57:33","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE023","t-kashima","指定されたキーワードを含む URL にアクセスされました。","https://www.msn.com/"
"2026/04/17 16:56:30","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE061","y-maeda","指定されたキーワードを含む URL にアクセスされました。","https://chatgpt.com/"
"2026/04/17 16:55:13","Web アクセス監視","malioncloud4891.intercom.co.jp","SHINEI110","e-mita","指定されたキーワードを含む URL にアクセスされました。","https://onedrive.live.com/"
"2026/04/17 16:55:54","Web アクセス監視","malioncloud4891.intercom.co.jp","SHINEI139","n-wada","指定されたキーワードを含む URL にアクセスされました。","https://doda.jp/"
"2026/04/17 16:55:52","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE008","ta-noumi","指定されたキーワードを含む URL にアクセスされました。","https://datadeliver.net/"
"2026/04/17 16:49:51","Web アクセス監視","malioncloud4891.intercom.co.jp","SHINEI110","e-mita","指定されたキーワードを含む URL にアクセスされました。","https://onedrive.live.com/"
"2026/04/17 16:49:49","Web アクセス監視","malioncloud4891.intercom.co.jp","EMPIRE008","ta-noumi","指定されたキーワードを含む URL にアクセスされました。","https://datadeliver.net/"
